               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2,       sparsity_rate
                  28,            0.029146,            0.020212,           0.0048612,             0.79704,             0.65831,             0.73017,             0.35199,             0.02841,            0.011822,           0.0052737,          0.00036476,          0.00036476,            0.028665,                   0
                  29,            0.029826,            0.021709,           0.0047513,             0.78401,             0.72584,             0.75908,             0.36755,            0.027555,            0.011725,            0.004679,          0.00037253,          0.00037253,            0.027923,                   0
                  30,            0.029145,            0.021874,           0.0046375,             0.73149,             0.71492,             0.72307,              0.3535,            0.027956,             0.01311,            0.004861,          0.00037984,          0.00037984,             0.02718,                   0
                  31,            0.029179,            0.020171,           0.0048219,              0.8036,             0.66601,             0.74632,             0.35207,            0.028263,            0.012234,           0.0049149,           0.0003867,           0.0003867,            0.026437,                   0
                  32,            0.029472,            0.019941,           0.0047592,             0.78872,             0.68782,             0.73293,             0.36511,             0.02804,            0.012019,           0.0047877,          0.00039311,          0.00039311,            0.025693,                   0
                  33,            0.029133,            0.022212,            0.004593,               0.821,             0.67981,             0.75014,             0.35881,            0.027215,            0.012377,            0.004486,          0.00039904,          0.00039904,            0.024949,                   0
                  34,            0.028927,            0.020248,           0.0048374,             0.77583,             0.74058,             0.75723,             0.36562,            0.026972,            0.011682,           0.0041912,          0.00040451,          0.00040451,            0.024205,                   0
                  35,             0.02826,            0.020436,           0.0043821,             0.82913,             0.70977,             0.75676,             0.37058,             0.02716,            0.011732,           0.0044833,          0.00040951,          0.00040951,             0.02346,                   0
                  36,            0.028574,            0.021086,           0.0042984,             0.79061,             0.72389,             0.75744,             0.36986,             0.02665,            0.011915,            0.003926,          0.00041403,          0.00041403,            0.022714,                   0
                  37,            0.028611,            0.019414,            0.004492,             0.78536,             0.74835,             0.76463,             0.38781,            0.027702,            0.012505,           0.0040832,          0.00041807,          0.00041807,            0.021968,                   0
                  38,            0.028871,            0.022119,           0.0045658,             0.84804,             0.70923,             0.77573,             0.37865,            0.026956,             0.01198,           0.0040445,          0.00042163,          0.00042163,            0.021222,                   0
                  39,            0.029236,            0.022184,           0.0047168,             0.75882,              0.7222,             0.75033,              0.3794,            0.027077,            0.012193,           0.0038098,          0.00042472,          0.00042472,            0.020475,                   0
                  40,            0.028589,            0.021835,           0.0044734,              0.7715,             0.69707,             0.74525,             0.37079,            0.026808,            0.012092,           0.0037891,          0.00042732,          0.00042732,            0.019727,                   0
                  41,            0.028277,            0.021018,           0.0043504,             0.79305,             0.73567,             0.76957,             0.38031,            0.026589,             0.01198,           0.0039705,          0.00042945,          0.00042945,            0.018979,                   0
                  42,            0.028333,            0.019495,           0.0041922,             0.77105,             0.75293,             0.76877,             0.38752,            0.026146,            0.011712,           0.0043837,          0.00043111,          0.00043111,            0.018231,                   0
                  43,            0.028057,            0.020134,           0.0042299,             0.81665,              0.7169,             0.76851,             0.39398,            0.026383,            0.011573,           0.0037852,          0.00043229,          0.00043229,            0.017482,                   0
                  44,            0.028748,             0.02092,           0.0045342,             0.86619,             0.68689,             0.76414,             0.38586,            0.026466,            0.011659,           0.0042322,          0.00043301,          0.00043301,            0.016733,                   0
                  45,            0.027762,             0.01951,           0.0041304,             0.82119,             0.71191,             0.75274,             0.36686,            0.027257,            0.011758,           0.0040404,          0.00043326,          0.00043326,            0.015983,                   0
                  46,            0.028521,            0.019597,           0.0044393,             0.80283,             0.71468,             0.76381,             0.37637,            0.026649,            0.011911,           0.0043778,          0.00043306,          0.00043306,            0.015233,                   0
                  47,            0.027498,            0.020068,           0.0041036,              0.7728,             0.73751,             0.76876,              0.3755,            0.026401,            0.012198,           0.0036549,          0.00043241,          0.00043241,            0.014482,                   0
                  48,             0.02762,            0.019231,           0.0041545,             0.85291,              0.7107,             0.77276,             0.38884,            0.026133,             0.01167,           0.0036546,          0.00043132,          0.00043132,            0.013731,                   0
                  49,            0.027373,             0.01985,           0.0039625,              0.7883,             0.73952,             0.75275,             0.37253,            0.026478,            0.012004,           0.0040345,          0.00042979,          0.00042979,             0.01298,                   0
                  50,            0.027722,            0.018765,           0.0039401,             0.81938,             0.72901,             0.77189,             0.38805,            0.026197,             0.01168,           0.0037106,          0.00042784,          0.00042784,            0.012228,                   0
                  51,            0.027799,            0.019683,            0.004161,             0.78512,             0.74725,             0.77072,             0.37624,            0.026501,            0.011456,           0.0038719,          0.00042547,          0.00042547,            0.011475,                   0
                  52,            0.028157,            0.020316,           0.0041805,             0.77043,             0.73925,             0.76809,             0.40091,            0.025946,            0.011563,           0.0039372,           0.0004227,           0.0004227,            0.010723,                   0
                  53,            0.028404,            0.022726,           0.0045842,             0.83574,             0.70569,             0.76759,             0.38447,            0.026426,            0.011778,           0.0040181,          0.00041954,          0.00041954,           0.0099695,                   0
                  54,            0.027628,            0.020184,           0.0043644,             0.83588,             0.66342,             0.74132,              0.3699,            0.026268,            0.011624,           0.0040453,            0.000416,            0.000416,            0.009216,                   0
                  55,            0.027681,            0.020746,           0.0039367,             0.78869,             0.72517,             0.76365,             0.37855,             0.02622,            0.011435,           0.0039376,          0.00041209,          0.00041209,           0.0084621,                   0
                  56,            0.027148,            0.019165,           0.0039038,             0.83888,              0.7019,             0.77369,             0.37738,             0.02652,            0.011592,           0.0039621,          0.00040783,          0.00040783,           0.0077078,                   0
                  57,            0.028187,            0.021475,              0.0043,             0.79022,             0.71958,             0.77012,             0.38469,            0.025878,            0.011428,           0.0037711,          0.00040323,          0.00040323,           0.0069532,                   0
                  58,            0.027815,            0.021239,           0.0042233,             0.83966,             0.71821,             0.78177,               0.371,            0.026208,             0.01154,           0.0037678,          0.00039831,          0.00039831,           0.0061983,                   0
                  59,            0.028266,            0.020269,            0.004383,             0.81639,             0.69327,             0.75298,             0.38874,            0.025981,            0.011712,           0.0038343,          0.00039308,          0.00039308,           0.0054431,                   0
                  60,            0.028441,            0.020877,           0.0044255,             0.85565,             0.69421,             0.78528,             0.39112,            0.026037,            0.011656,            0.003904,          0.00038757,          0.00038757,           0.0046876,                   0
                  61,            0.026972,            0.019409,           0.0039833,             0.87364,             0.69499,             0.78323,             0.39226,            0.026222,            0.011869,           0.0037458,          0.00038178,          0.00038178,           0.0039318,                   0
                  62,            0.026464,            0.020297,           0.0042737,             0.83214,             0.74413,             0.78133,             0.38305,            0.025942,            0.011695,           0.0039044,          0.00037574,          0.00037574,           0.0031757,                   0
                  63,            0.026876,            0.019218,           0.0040773,             0.83766,             0.71525,              0.7874,             0.39401,            0.026058,            0.011881,           0.0039101,          0.00036946,          0.00036946,           0.0024195,                   0
                  64,            0.026964,            0.018986,           0.0037963,             0.80033,             0.72659,             0.76719,             0.38905,            0.026054,            0.011895,            0.003835,          0.00036297,          0.00036297,            0.001663,                   0
                  65,            0.027813,            0.019432,           0.0041457,             0.83519,             0.68987,             0.76214,             0.37255,            0.026075,            0.011713,           0.0039339,          0.00035628,          0.00035628,          0.00090628,                   0
                  66,            0.027461,            0.020411,           0.0043546,             0.88021,             0.70221,             0.78945,             0.39423,            0.026013,            0.011701,           0.0038586,          0.00034803,          0.00034803,          0.00034803,                   0
                  67,            0.026988,            0.019939,           0.0039707,             0.79597,             0.73483,             0.76784,             0.37464,            0.026278,            0.011527,           0.0037142,          0.00034803,          0.00034803,          0.00034803,                   0
                  68,            0.026827,            0.019875,           0.0039143,             0.80841,             0.68557,             0.76155,             0.39118,            0.025764,            0.011537,           0.0037399,          0.00033602,          0.00033602,          0.00033602,                   0
                  69,            0.026891,            0.020007,           0.0039462,             0.83261,             0.68525,             0.75693,             0.37956,             0.02615,            0.011601,           0.0038062,          0.00032424,          0.00032424,          0.00032424,                   0
                  70,            0.026355,            0.019855,           0.0038919,             0.77259,             0.78555,             0.79053,              0.4094,            0.025859,            0.011555,           0.0037061,          0.00031268,          0.00031268,          0.00031268,                   0
                  71,            0.027987,             0.02088,            0.004222,             0.81855,             0.75523,              0.7947,             0.40083,            0.025651,            0.011402,           0.0037284,          0.00030137,          0.00030137,          0.00030137,                   0
                  72,            0.026541,            0.019561,           0.0037482,             0.78314,             0.75095,             0.78585,             0.40265,            0.025905,            0.011695,           0.0036983,          0.00029032,          0.00029032,          0.00029032,                   0
                  73,            0.027184,            0.019709,           0.0041616,             0.84901,              0.7107,             0.76826,             0.39103,            0.025838,            0.011741,           0.0037616,          0.00027953,          0.00027953,          0.00027953,                   0
                  74,            0.027169,            0.020979,           0.0039377,             0.83505,             0.69384,             0.76506,             0.39114,            0.026079,            0.011594,           0.0036855,          0.00026902,          0.00026902,          0.00026902,                   0
                  75,            0.026765,            0.020072,           0.0038911,             0.83931,             0.70185,             0.78048,             0.40621,            0.025841,            0.011705,           0.0034812,           0.0002588,           0.0002588,           0.0002588,                   0
                  76,            0.027064,            0.018774,           0.0041298,             0.79932,             0.70404,             0.75782,             0.38968,            0.026021,            0.011749,            0.003486,          0.00024887,          0.00024887,          0.00024887,                   0
                  77,            0.027026,             0.02054,           0.0039811,             0.84333,             0.67727,             0.75768,             0.37888,            0.025989,            0.011765,           0.0036956,          0.00023925,          0.00023925,          0.00023925,                   0
                  78,            0.026621,            0.019423,           0.0036046,             0.81226,             0.70982,             0.76713,             0.39154,            0.025748,            0.011696,           0.0037853,          0.00022995,          0.00022995,          0.00022995,                   0
                  79,            0.027108,            0.021921,           0.0041216,             0.78277,             0.72584,             0.76252,             0.39989,            0.025751,            0.011675,           0.0038247,          0.00022097,          0.00022097,          0.00022097,                   0
                  80,            0.025661,            0.018274,           0.0033011,             0.75317,             0.78854,               0.784,             0.40242,            0.025939,             0.01187,           0.0038057,          0.00021233,          0.00021233,          0.00021233,                   0
                  81,            0.027318,            0.021915,           0.0040301,             0.83227,             0.71828,              0.7898,             0.40474,            0.025856,            0.011433,           0.0037714,          0.00020403,          0.00020403,          0.00020403,                   0
                  82,            0.027276,            0.022232,           0.0040155,             0.85498,             0.70621,             0.78807,             0.40206,            0.025672,            0.011508,           0.0037639,          0.00019608,          0.00019608,          0.00019608,                   0
                  83,            0.025984,            0.020145,           0.0035743,             0.85219,             0.72744,             0.79002,              0.4018,            0.025689,            0.011563,           0.0037895,           0.0001885,           0.0001885,           0.0001885,                   0
                  84,            0.026168,            0.017476,           0.0036279,              0.8325,             0.74428,             0.79056,             0.38758,             0.02597,            0.011574,           0.0036709,          0.00018127,          0.00018127,          0.00018127,                   0
                  85,            0.026499,            0.019264,           0.0039013,                0.85,             0.69992,             0.76753,             0.39672,            0.025776,            0.011406,           0.0036509,          0.00017443,          0.00017443,          0.00017443,                   0
                  86,            0.027077,            0.018605,           0.0038315,             0.83687,             0.71613,              0.7829,              0.3893,            0.026055,            0.011448,           0.0036883,          0.00016796,          0.00016796,          0.00016796,                   0
                  87,             0.02535,            0.018063,           0.0036996,             0.83123,             0.72631,             0.77112,             0.39469,            0.025893,            0.011589,           0.0036665,          0.00016188,          0.00016188,          0.00016188,                   0
                  88,            0.026033,            0.018217,           0.0036005,             0.80479,             0.75189,             0.78801,             0.39311,            0.025858,            0.011537,           0.0036727,          0.00015619,          0.00015619,          0.00015619,                   0
                  89,            0.026671,             0.01915,           0.0040085,             0.77959,             0.76865,             0.78678,             0.39831,             0.02573,            0.011636,           0.0036704,           0.0001509,           0.0001509,           0.0001509,                   0
                  90,            0.025457,            0.018424,           0.0033275,             0.84743,             0.71817,             0.79106,             0.40078,            0.025689,             0.01171,           0.0037275,          0.00014601,          0.00014601,          0.00014601,                   0
                  91,            0.026236,            0.019969,           0.0037797,             0.81785,             0.75661,             0.78926,             0.39157,            0.025734,            0.011697,            0.003737,          0.00014154,          0.00014154,          0.00014154,                   0
                  92,            0.026419,            0.020941,           0.0038102,               0.759,             0.76059,             0.77393,             0.39908,            0.025699,             0.01158,           0.0037427,          0.00013747,          0.00013747,          0.00013747,                   0
                  93,            0.026121,            0.020165,           0.0035989,             0.78196,             0.77938,             0.79284,             0.39934,             0.02564,            0.011541,           0.0036541,          0.00013382,          0.00013382,          0.00013382,                   0
                  94,            0.026605,            0.021176,           0.0037992,             0.81488,             0.72341,             0.77541,             0.40154,            0.025763,            0.011516,           0.0035481,           0.0001306,           0.0001306,           0.0001306,                   0
                  95,            0.026288,            0.019719,           0.0035717,             0.85168,             0.71257,             0.79156,             0.39481,            0.026013,            0.011573,           0.0035816,          0.00012779,          0.00012779,          0.00012779,                   0
                  96,            0.025773,            0.018995,           0.0035397,             0.83947,             0.68298,             0.76546,             0.39085,            0.026085,            0.011669,           0.0036266,          0.00012542,          0.00012542,          0.00012542,                   0
                  97,            0.027261,              0.0204,             0.00432,              0.7787,             0.75948,             0.77154,             0.39767,            0.026005,            0.011632,           0.0036003,          0.00012347,          0.00012347,          0.00012347,                   0
                  98,             0.02599,            0.018295,           0.0034657,             0.79284,             0.77265,              0.7925,             0.40144,            0.025821,             0.01167,           0.0036169,          0.00012195,          0.00012195,          0.00012195,                   0
                  99,            0.025889,            0.019202,           0.0035564,             0.82351,             0.74526,             0.79033,             0.40234,            0.025835,            0.011794,           0.0036371,          0.00012087,          0.00012087,          0.00012087,                   0
