               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2,       sparsity_rate
                  71,            0.031293,            0.022575,           0.0056415,             0.39822,             0.44913,             0.39892,             0.13886,            0.039612,             0.12711,            0.032973,          0.00030137,          0.00030137,          0.00030137,                   0
                  72,            0.031954,            0.023272,            0.005721,              0.4247,             0.36323,             0.36872,             0.15805,            0.037556,             0.18679,            0.049234,          0.00029032,          0.00029032,          0.00029032,                   0
                  73,            0.032882,            0.021688,           0.0058145,             0.34789,             0.56534,              0.4387,             0.16865,             0.03875,             0.16968,            0.028845,          0.00027953,          0.00027953,          0.00027953,                   0
                  74,            0.032265,            0.021845,           0.0059681,             0.49364,             0.56409,             0.53897,             0.19719,            0.037455,             0.10787,            0.022329,          0.00026902,          0.00026902,          0.00026902,                   0
                  75,            0.033063,            0.022936,           0.0060185,             0.51785,             0.54993,             0.52615,             0.19198,              0.0359,            0.069192,           0.0091323,           0.0002588,           0.0002588,           0.0002588,                   0
                  76,            0.032966,            0.023805,           0.0061574,             0.38579,             0.51664,             0.42322,             0.14546,            0.041671,            0.081041,            0.011809,          0.00024887,          0.00024887,          0.00024887,                   0
                  77,            0.032167,            0.021965,           0.0057987,               0.632,             0.53086,             0.57559,             0.22412,            0.034135,            0.071966,            0.010074,          0.00023925,          0.00023925,          0.00023925,                   0
                  78,            0.031943,             0.02169,           0.0058175,              0.6849,             0.64337,             0.67816,             0.29695,            0.032211,            0.024129,           0.0055179,          0.00022995,          0.00022995,          0.00022995,                   0
                  79,            0.032458,            0.023632,           0.0058585,             0.78818,             0.58501,             0.67263,             0.28247,             0.03285,            0.016412,           0.0057624,          0.00022097,          0.00022097,          0.00022097,                   0
                  80,            0.031593,            0.022081,           0.0055969,             0.71566,             0.56726,             0.64648,             0.26554,            0.032758,            0.027814,           0.0083985,          0.00021233,          0.00021233,          0.00021233,                   0
                  81,            0.032235,            0.022562,            0.005814,             0.63811,             0.61446,              0.6129,             0.23393,            0.034527,            0.049547,            0.006731,          0.00020403,          0.00020403,          0.00020403,                   0
                  82,            0.032317,            0.023512,           0.0057967,             0.59131,             0.55821,             0.56979,             0.21453,            0.035823,            0.068434,           0.0072929,          0.00019608,          0.00019608,          0.00019608,                   0
                  83,            0.031578,            0.022479,           0.0054291,             0.60314,             0.50657,             0.52978,             0.21254,            0.034784,            0.063805,           0.0052521,           0.0001885,           0.0001885,           0.0001885,                   0
                  84,            0.031313,            0.021236,           0.0053786,             0.52682,              0.4834,             0.50054,             0.20142,            0.036033,            0.066276,           0.0059003,          0.00018127,          0.00018127,          0.00018127,                   0
                  85,             0.03163,              0.0212,           0.0055152,             0.53098,             0.56976,             0.56235,             0.21079,            0.035296,            0.074186,           0.0077609,          0.00017443,          0.00017443,          0.00017443,                   0
                  86,            0.031427,            0.022214,           0.0056294,             0.54244,             0.62557,              0.6075,              0.2252,            0.033897,            0.053892,           0.0057996,          0.00016796,          0.00016796,          0.00016796,                   0
                  87,            0.032036,            0.022295,            0.005961,              0.6675,             0.52412,             0.58138,             0.22886,            0.033633,            0.031102,           0.0057901,          0.00016188,          0.00016188,          0.00016188,                   0
                  88,              0.0314,            0.021167,           0.0056606,             0.71654,             0.60107,             0.64884,             0.26995,            0.031886,            0.029126,           0.0064414,          0.00015619,          0.00015619,          0.00015619,                   0
                  89,            0.031103,            0.020667,           0.0054879,             0.66799,             0.41712,             0.49738,             0.18372,            0.038191,            0.045169,           0.0062995,           0.0001509,           0.0001509,           0.0001509,                   0
                  90,            0.031573,            0.022364,            0.005267,             0.64394,             0.55367,             0.59929,             0.23443,            0.035385,            0.047247,           0.0069577,          0.00014601,          0.00014601,          0.00014601,                   0
                  91,            0.030687,            0.020515,           0.0055202,             0.63593,             0.59387,             0.61032,             0.26018,            0.031985,             0.04131,           0.0068565,          0.00014154,          0.00014154,          0.00014154,                   0
                  92,            0.030744,            0.021141,           0.0052639,             0.70167,             0.60353,             0.64797,             0.26701,            0.031231,            0.027051,            0.006732,          0.00013747,          0.00013747,          0.00013747,                   0
                  93,            0.031934,            0.021838,             0.00559,             0.63212,             0.52698,             0.56539,             0.21052,            0.036186,            0.035979,           0.0066374,          0.00013382,          0.00013382,          0.00013382,                   0
                  94,            0.031541,            0.020189,           0.0055186,             0.50854,             0.53002,             0.50542,             0.17519,            0.039151,            0.044591,           0.0077201,           0.0001306,           0.0001306,           0.0001306,                   0
                  95,            0.031401,            0.021218,           0.0054196,             0.69207,             0.51182,             0.59201,             0.22414,            0.036091,             0.03277,           0.0052322,          0.00012779,          0.00012779,          0.00012779,                   0
                  96,            0.031491,            0.021726,           0.0055047,             0.76372,              0.5723,             0.63542,             0.23736,            0.034775,             0.01759,           0.0054319,          0.00012542,          0.00012542,          0.00012542,                   0
                  97,            0.031325,            0.021663,           0.0052726,             0.73656,             0.56625,             0.63896,             0.25856,            0.031785,            0.016268,           0.0081793,          0.00012347,          0.00012347,          0.00012347,                   0
                  98,            0.030823,            0.021587,           0.0053751,             0.74493,             0.58056,               0.646,             0.26844,            0.032492,            0.019937,           0.0058098,          0.00012195,          0.00012195,          0.00012195,                   0
                  99,            0.031129,            0.020786,           0.0052409,             0.75583,             0.61844,             0.66385,             0.29149,            0.031049,            0.019955,           0.0053434,          0.00012087,          0.00012087,          0.00012087,                   0
