               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2,       sparsity_rate
                   0,            0.093558,              0.1043,            0.054355,             0.22296,            0.014785,           0.0035856,           0.0011061,             0.10113,            0.076013,            0.059637,             0.00028,             0.00028,             0.09748,               0.001
                   1,            0.070886,             0.11071,            0.041339,             0.35942,             0.13717,            0.043273,            0.011533,            0.089315,             0.33377,            0.058905,          0.00056949,          0.00056949,            0.094869,            0.000982
                   2,            0.065491,            0.099326,            0.032639,             0.54935,             0.16414,             0.11625,            0.028047,            0.075319,             0.11558,            0.038513,          0.00085695,          0.00085695,            0.092257,            0.000964
                   3,             0.06305,             0.10516,            0.025435,              0.2796,              0.3039,             0.11415,            0.028542,             0.07348,             0.11122,            0.031625,           0.0011408,           0.0011408,            0.089641,            0.000946
                   4,            0.062251,              0.1025,            0.022408,             0.38021,             0.29876,             0.18207,            0.053189,            0.068523,             0.11088,            0.029044,           0.0014196,           0.0014196,             0.08702,            0.000928
                   5,            0.061921,              0.1014,            0.021413,                 0.5,             0.21322,             0.17515,            0.058323,             0.07085,              0.1061,            0.028099,           0.0016919,           0.0016919,            0.084392,             0.00091
                   6,            0.061311,            0.096362,            0.020186,             0.29053,              0.2538,             0.21809,            0.061185,            0.066523,             0.10939,            0.032144,           0.0019562,           0.0019562,            0.081756,            0.000892
                   7,            0.061561,             0.10552,            0.018125,             0.34863,             0.29367,             0.26679,            0.069519,             0.06865,            0.083076,            0.023169,           0.0022111,           0.0022111,            0.079111,            0.000874
                   8,             0.06217,             0.10258,            0.018688,             0.49367,             0.42739,             0.39172,             0.12073,            0.063562,            0.093168,            0.020339,           0.0024553,           0.0024553,            0.076455,            0.000856
                   9,            0.059854,             0.10043,            0.017626,             0.23166,               0.388,             0.25159,            0.066258,            0.067551,            0.076868,            0.025427,           0.0026875,           0.0026875,            0.073788,            0.000838
                  10,            0.061406,             0.10455,            0.018733,              0.3615,               0.271,             0.27996,            0.088667,            0.066374,            0.079094,            0.032407,           0.0029067,           0.0029067,            0.071107,             0.00082
                  11,            0.060668,             0.10298,            0.016541,             0.51843,             0.30876,             0.31654,             0.10432,            0.063672,            0.078829,            0.029529,           0.0031117,           0.0031117,            0.068412,            0.000802
                  12,            0.058485,             0.10087,            0.016568,             0.59954,             0.32498,             0.33858,              0.1276,            0.061928,            0.080101,            0.023172,           0.0033014,           0.0033014,            0.065701,            0.000784
                  13,            0.058219,             0.10195,            0.015605,             0.51674,             0.35712,             0.37446,             0.11907,            0.063534,            0.081061,            0.026841,           0.0034751,           0.0034751,            0.062975,            0.000766
                  14,            0.058265,             0.10314,            0.015157,             0.63706,             0.27571,             0.32179,             0.10114,            0.066366,            0.086188,            0.025115,           0.0036319,           0.0036319,            0.060232,            0.000748
                  15,            0.059241,             0.10105,            0.014923,             0.40047,              0.3195,             0.26883,            0.076971,            0.067245,            0.081132,            0.035344,           0.0037712,           0.0037712,            0.057471,             0.00073
                  16,            0.058571,             0.10216,            0.016134,             0.39528,             0.37564,             0.30557,             0.11199,            0.066518,            0.092474,             0.02772,           0.0038923,           0.0038923,            0.054692,            0.000712
                  17,            0.058158,             0.10276,            0.015227,             0.33233,             0.26731,             0.21041,            0.067939,            0.070287,            0.094953,            0.030534,            0.003995,            0.003995,            0.051895,            0.000694
                  18,            0.057551,             0.10261,            0.015319,             0.58969,              0.2579,             0.28692,             0.08906,            0.069666,            0.094591,            0.030773,           0.0040788,           0.0040788,            0.049079,            0.000676
                  19,            0.057153,              0.1026,            0.015257,             0.43255,             0.30873,              0.2559,             0.11139,            0.070078,             0.10672,            0.035372,           0.0041436,           0.0041436,            0.046244,            0.000658
                  20,            0.057419,            0.099749,            0.015824,             0.48096,             0.35125,             0.31242,             0.12756,            0.063018,              0.0886,            0.026999,           0.0041895,           0.0041895,            0.043389,             0.00064
                  21,            0.057617,            0.095636,            0.015725,             0.27045,              0.4693,             0.33623,             0.11508,            0.062659,            0.085258,            0.022916,           0.0042164,           0.0042164,            0.040516,            0.000622
                  22,            0.057357,             0.10006,            0.014302,             0.55768,             0.32554,             0.37402,             0.13576,             0.06182,            0.079792,            0.022283,           0.0042246,           0.0042246,            0.037625,            0.000604
                  23,               0.055,            0.095935,            0.013445,             0.59508,              0.3308,             0.38338,             0.14108,             0.06273,            0.084191,            0.023018,           0.0042145,           0.0042145,            0.034714,            0.000586
                  24,             0.05507,            0.096492,            0.013134,             0.70115,             0.33634,             0.39532,              0.1374,            0.060744,            0.080725,            0.019435,           0.0041866,           0.0041866,            0.031787,            0.000568
                  25,            0.054319,            0.094806,            0.012726,             0.57476,             0.41982,             0.46779,             0.15415,            0.057324,            0.077118,            0.019508,           0.0041415,           0.0041415,            0.028842,             0.00055
                  26,            0.053606,            0.096294,            0.013305,             0.47343,             0.44445,             0.45058,             0.17405,             0.05809,            0.077257,            0.020189,             0.00408,             0.00408,             0.02588,            0.000532
                  27,             0.05442,              0.0961,            0.013994,             0.56607,             0.48305,             0.49389,             0.20889,            0.057757,            0.074602,            0.019602,           0.0040031,           0.0040031,            0.022903,            0.000514
                  28,            0.052721,            0.097593,            0.012201,             0.62514,             0.53102,             0.58002,             0.21862,            0.055346,             0.07354,            0.015688,           0.0039117,           0.0039117,            0.019912,            0.000496
                  29,            0.051942,             0.09507,            0.011382,             0.64792,             0.53374,             0.53568,             0.22225,            0.054518,            0.072919,            0.018927,            0.003807,            0.003807,            0.016907,            0.000478
                  30,            0.052641,            0.095487,            0.011606,             0.53449,               0.551,             0.53178,             0.20837,            0.056524,            0.078589,            0.016309,           0.0036903,           0.0036903,             0.01389,             0.00046
                  31,            0.052398,             0.09217,            0.011742,             0.64553,             0.55888,             0.59063,              0.2345,            0.053755,            0.072326,            0.014801,           0.0035629,           0.0035629,            0.010863,            0.000442
                  32,            0.051477,             0.09684,            0.011808,             0.71262,             0.51942,             0.58017,             0.25384,            0.053289,            0.069741,            0.014539,           0.0034263,           0.0034263,           0.0078263,            0.000424
                  33,            0.050821,             0.09414,            0.010978,             0.65399,             0.62843,             0.64657,              0.2904,            0.051714,            0.069168,            0.014849,           0.0032821,           0.0032821,           0.0047821,            0.000406
                  34,            0.050617,            0.090452,            0.010492,             0.75541,             0.61966,             0.67528,             0.27878,            0.051025,            0.068902,            0.013882,           0.0030888,           0.0030888,           0.0030888,            0.000388
                  35,            0.049249,            0.089249,            0.010186,             0.71203,               0.533,             0.62898,             0.24756,            0.053448,            0.070952,            0.017053,           0.0030888,           0.0030888,           0.0030888,             0.00037
                  36,            0.048792,            0.092085,            0.010138,             0.63751,             0.61254,             0.60838,             0.21776,            0.053288,            0.069081,             0.01427,            0.002855,            0.002855,            0.002855,            0.000352
                  37,            0.049308,            0.094293,           0.0094184,             0.69255,               0.602,             0.65541,             0.28593,            0.051166,            0.067209,            0.014101,           0.0026316,           0.0026316,           0.0026316,            0.000334
                  38,            0.047536,            0.090236,           0.0091803,             0.76418,              0.6543,             0.67747,             0.29101,            0.051667,            0.068225,            0.015286,           0.0024195,           0.0024195,           0.0024195,            0.000316
                  39,            0.046311,            0.083968,           0.0087661,             0.72654,             0.59064,             0.66816,             0.28696,            0.050642,            0.070593,            0.014271,           0.0022196,           0.0022196,           0.0022196,            0.000298
                  40,            0.046777,            0.089207,           0.0083628,             0.74271,             0.55446,             0.65468,             0.30051,            0.050695,            0.068687,             0.01297,           0.0020327,           0.0020327,           0.0020327,             0.00028
                  41,            0.045897,            0.089698,           0.0082025,             0.77575,             0.67738,             0.69797,             0.30958,            0.050216,            0.069376,            0.013422,           0.0018594,           0.0018594,           0.0018594,            0.000262
                  42,            0.045183,            0.084089,           0.0080066,             0.75361,             0.67463,              0.6954,              0.3151,            0.049118,            0.067572,            0.013219,           0.0017005,           0.0017005,           0.0017005,            0.000244
                  43,            0.044658,            0.084948,           0.0074476,              0.7669,             0.63871,             0.67686,             0.31109,            0.049577,            0.067988,            0.013568,           0.0015566,           0.0015566,           0.0015566,            0.000226
                  44,            0.044004,            0.082985,           0.0073529,             0.73547,             0.67621,             0.69684,             0.32355,            0.048494,             0.06859,            0.012468,           0.0014283,           0.0014283,           0.0014283,            0.000208
                  45,            0.043879,            0.080976,           0.0071491,             0.70962,             0.70138,             0.71696,             0.33136,            0.048472,            0.067614,            0.013111,            0.001316,            0.001316,            0.001316,             0.00019
                  46,            0.043789,            0.082358,           0.0072321,             0.73304,             0.70199,             0.71467,             0.33121,            0.048999,            0.067833,            0.013057,           0.0012202,           0.0012202,           0.0012202,            0.000172
                  47,            0.042849,            0.081333,           0.0074647,             0.76747,              0.6703,             0.70728,             0.31963,            0.049236,            0.068648,            0.013329,           0.0011414,           0.0011414,           0.0011414,            0.000154
                  48,            0.042287,            0.079973,           0.0070858,              0.6969,             0.70951,             0.69813,              0.3292,            0.047438,            0.067535,            0.012893,           0.0010797,           0.0010797,           0.0010797,            0.000136
                  49,            0.042464,            0.080207,           0.0061596,             0.73773,             0.72338,             0.73341,              0.3428,             0.04754,            0.068657,            0.012794,           0.0010355,           0.0010355,           0.0010355,            0.000118
