               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  58,            0.042525,            0.076724,           0.0066878,             0.81242,             0.63044,             0.70168,             0.33921,            0.047948,            0.068836,            0.014529,            0.004357,            0.004357,            0.004357
                  59,            0.042064,            0.077413,           0.0066561,             0.66616,              0.7029,             0.70157,             0.32032,            0.049032,            0.069988,            0.012697,            0.004258,            0.004258,            0.004258
                  60,             0.04322,            0.082109,           0.0063713,             0.64591,             0.65243,             0.66569,             0.32476,            0.048745,            0.072525,            0.014878,            0.004159,            0.004159,            0.004159
                  61,            0.042515,            0.079298,           0.0062501,              0.7744,              0.6663,             0.72109,             0.34534,            0.047952,            0.070797,            0.012458,             0.00406,             0.00406,             0.00406
                  62,             0.04249,            0.082257,           0.0061017,             0.73376,             0.67068,             0.67204,             0.31175,            0.049234,            0.070221,            0.012103,            0.003961,            0.003961,            0.003961
                  63,            0.042641,            0.078246,           0.0062947,             0.74406,             0.72847,             0.73118,             0.37101,            0.047711,            0.068306,            0.013274,            0.003862,            0.003862,            0.003862
                  64,            0.041263,             0.07512,           0.0052736,             0.72957,             0.68396,             0.70366,             0.33429,            0.048764,            0.069599,            0.012573,            0.003763,            0.003763,            0.003763
                  65,            0.041447,            0.080987,           0.0059275,              0.6588,             0.66419,             0.66892,             0.33604,            0.047087,            0.067284,            0.014007,            0.003664,            0.003664,            0.003664
                  66,             0.04139,            0.080442,            0.005537,             0.75712,             0.69045,             0.71323,             0.35092,            0.046939,            0.067364,             0.01245,            0.003565,            0.003565,            0.003565
                  67,            0.041139,            0.072557,           0.0058788,             0.74287,             0.68774,             0.71474,             0.34234,            0.047139,            0.067204,            0.012671,            0.003466,            0.003466,            0.003466
                  68,            0.041159,            0.078462,           0.0058097,             0.77152,             0.69808,             0.71557,             0.36688,            0.047112,            0.069637,            0.013883,            0.003367,            0.003367,            0.003367
                  69,            0.040191,             0.07639,           0.0054642,             0.69258,             0.68864,             0.68977,             0.34764,            0.047308,            0.068077,            0.013326,            0.003268,            0.003268,            0.003268
                  70,            0.040556,            0.078111,            0.004902,             0.75559,             0.66292,             0.69549,             0.35858,            0.048071,            0.068485,            0.013277,            0.003169,            0.003169,            0.003169
                  71,            0.040719,            0.076144,           0.0057807,             0.75006,             0.67686,             0.72686,             0.35246,             0.04815,            0.068493,            0.013612,             0.00307,             0.00307,             0.00307
                  72,            0.039824,            0.070396,            0.005348,             0.77476,             0.69022,             0.71872,             0.33954,            0.048936,             0.06871,            0.013712,            0.002971,            0.002971,            0.002971
                  73,             0.03957,            0.073576,           0.0050962,             0.79912,             0.67265,             0.72266,             0.35343,            0.047262,            0.067657,            0.013584,            0.002872,            0.002872,            0.002872
                  74,            0.039259,            0.072661,           0.0050253,             0.79147,             0.67669,             0.71738,             0.33854,            0.047789,            0.068436,            0.014445,            0.002773,            0.002773,            0.002773
                  75,            0.039275,            0.072344,           0.0054477,             0.69404,             0.75271,             0.73796,             0.38544,            0.046983,            0.070698,            0.013716,            0.002674,            0.002674,            0.002674
                  76,            0.038912,            0.075727,           0.0051149,             0.77984,             0.68948,             0.72224,             0.36739,            0.046263,            0.068764,            0.012546,            0.002575,            0.002575,            0.002575
                  77,            0.038205,            0.073318,            0.004907,             0.77319,             0.68797,              0.7311,             0.36082,            0.046625,            0.067913,            0.013286,            0.002476,            0.002476,            0.002476
                  78,            0.039343,            0.071277,           0.0048042,              0.7498,              0.6579,             0.70394,             0.34363,            0.047425,            0.067955,            0.014358,            0.002377,            0.002377,            0.002377
                  79,            0.039007,            0.074642,           0.0047653,             0.76812,             0.69873,             0.72071,             0.37314,            0.047029,            0.069721,            0.012986,            0.002278,            0.002278,            0.002278
