               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2,       sparsity_rate
                  33,             0.03067,            0.021794,           0.0049279,             0.67448,              0.6441,              0.6262,             0.26394,            0.031585,            0.011952,           0.0088993,          0.00039904,          0.00039904,            0.024949,                   0
                  34,            0.030551,            0.022084,           0.0050747,             0.77356,             0.63484,             0.71322,             0.31691,            0.028791,            0.012679,           0.0056781,          0.00040451,          0.00040451,            0.024205,                   0
                  35,            0.030051,            0.021263,           0.0049901,               0.797,             0.61658,             0.68441,             0.30486,            0.028816,            0.012169,           0.0065953,          0.00040951,          0.00040951,             0.02346,                   0
                  36,            0.030952,            0.022438,           0.0053126,             0.71026,             0.67576,             0.69161,             0.35494,            0.027911,            0.019269,           0.0056052,          0.00041403,          0.00041403,            0.022714,                   0
                  37,            0.030358,            0.020488,           0.0050977,             0.71961,             0.70119,              0.6994,             0.30833,            0.029238,            0.011738,           0.0044397,          0.00041807,          0.00041807,            0.021968,                   0
                  38,            0.030888,            0.021739,           0.0053005,             0.77556,             0.64607,             0.69838,              0.3366,             0.02813,            0.012351,           0.0043717,          0.00042163,          0.00042163,            0.021222,                   0
                  39,            0.029367,            0.022245,           0.0051032,             0.70526,             0.64791,             0.67563,             0.32855,            0.028102,            0.012512,           0.0052151,          0.00042472,          0.00042472,            0.020475,                   0
                  40,            0.030142,            0.022588,           0.0048545,             0.65125,             0.61372,             0.62883,             0.29001,            0.029105,             0.01353,           0.0054773,          0.00042732,          0.00042732,            0.019727,                   0
                  41,            0.030742,            0.021962,           0.0051799,             0.73824,              0.6336,             0.68679,             0.30169,            0.029386,            0.012508,           0.0048398,          0.00042945,          0.00042945,            0.018979,                   0
                  42,            0.029561,            0.021025,           0.0047081,             0.74354,             0.54316,             0.63939,              0.2828,            0.029594,            0.013619,           0.0052783,          0.00043111,          0.00043111,            0.018231,                   0
                  43,            0.029548,            0.021258,           0.0046824,             0.78023,             0.65066,             0.69426,             0.27175,            0.030243,            0.012005,           0.0052354,          0.00043229,          0.00043229,            0.017482,                   0
                  44,            0.031208,            0.021222,           0.0054451,             0.69682,             0.68119,             0.70461,             0.30537,            0.028837,            0.014777,           0.0057431,          0.00043301,          0.00043301,            0.016733,                   0
                  45,            0.030142,            0.020734,           0.0051295,             0.72227,             0.69203,             0.70572,             0.32733,            0.028753,            0.014494,           0.0054605,          0.00043326,          0.00043326,            0.015983,                   0
                  46,            0.029565,            0.021288,           0.0047599,             0.74553,             0.60583,             0.66961,             0.29383,            0.028838,            0.012617,           0.0052944,          0.00043306,          0.00043306,            0.015233,                   0
                  47,            0.029721,            0.022339,           0.0048214,              0.6546,             0.63806,             0.64323,             0.29805,            0.029761,            0.013228,           0.0066652,          0.00043241,          0.00043241,            0.014482,                   0
                  48,              0.0301,            0.021655,           0.0049876,             0.78007,             0.65387,             0.71698,             0.32857,            0.028466,             0.01182,           0.0050972,          0.00043132,          0.00043132,            0.013731,                   0
                  49,            0.030369,               0.022,           0.0051669,             0.81664,              0.6781,             0.73402,             0.34842,             0.02749,            0.012194,           0.0049913,          0.00042979,          0.00042979,             0.01298,                   0
                  50,            0.028947,            0.021322,           0.0047193,             0.78022,             0.66341,              0.7108,             0.33802,            0.027929,            0.012481,           0.0046874,          0.00042784,          0.00042784,            0.012228,                   0
                  51,            0.029514,            0.022783,           0.0044979,              0.7591,              0.6713,             0.71574,             0.33531,            0.027843,            0.013327,           0.0045556,          0.00042547,          0.00042547,            0.011475,                   0
                  52,            0.028755,             0.02102,           0.0043472,             0.76372,             0.71552,              0.7265,             0.34851,            0.027887,            0.011855,           0.0041328,           0.0004227,           0.0004227,            0.010723,                   0
                  53,            0.029592,            0.020401,           0.0049236,             0.73986,             0.67183,             0.71782,             0.32746,             0.02844,            0.012156,           0.0042697,          0.00041954,          0.00041954,           0.0099695,                   0
                  54,            0.028177,            0.019771,           0.0045191,             0.70526,             0.70025,             0.72686,             0.33981,            0.027711,            0.012391,           0.0042781,            0.000416,            0.000416,            0.009216,                   0
                  55,            0.029919,            0.023476,           0.0053132,             0.76533,             0.73303,             0.76775,             0.32655,            0.028735,            0.013492,           0.0043942,          0.00041209,          0.00041209,           0.0084621,                   0
                  56,            0.028508,            0.020638,           0.0045647,             0.76347,             0.69632,             0.71959,             0.34226,            0.027671,            0.011775,           0.0043723,          0.00040783,          0.00040783,           0.0077078,                   0
                  57,            0.029317,            0.019055,           0.0046186,             0.74262,             0.68903,             0.70896,             0.31609,            0.029039,             0.01198,           0.0042646,          0.00040323,          0.00040323,           0.0069532,                   0
                  58,            0.029251,            0.019749,            0.004754,             0.69303,             0.74959,             0.73344,             0.35384,            0.028283,            0.012778,           0.0038006,          0.00039831,          0.00039831,           0.0061983,                   0
                  59,             0.02908,            0.022187,           0.0045213,             0.68763,             0.69886,              0.7039,             0.35559,            0.027145,            0.013895,           0.0040142,          0.00039308,          0.00039308,           0.0054431,                   0
                  60,            0.028502,            0.020237,           0.0044586,             0.69264,             0.74913,             0.74142,             0.36914,             0.02723,            0.011679,           0.0041774,          0.00038757,          0.00038757,           0.0046876,                   0
                  61,            0.029199,            0.021617,           0.0048579,             0.73391,             0.71718,             0.72503,             0.33711,            0.027368,            0.011905,           0.0043696,          0.00038178,          0.00038178,           0.0039318,                   0
                  62,            0.028583,            0.020642,           0.0046103,             0.78851,             0.69024,             0.72223,             0.33214,            0.027379,            0.011838,           0.0041598,          0.00037574,          0.00037574,           0.0031757,                   0
                  63,            0.028142,            0.020743,           0.0045806,             0.74978,             0.70588,             0.70661,             0.33677,            0.027692,            0.011952,           0.0041486,          0.00036946,          0.00036946,           0.0024195,                   0
                  64,            0.028081,             0.02072,           0.0041573,             0.76439,              0.6949,             0.69978,             0.33293,            0.027482,            0.012136,           0.0036588,          0.00036297,          0.00036297,            0.001663,                   0
                  65,            0.028596,            0.020163,            0.004484,             0.82872,             0.71708,             0.75054,               0.361,            0.027377,            0.011573,           0.0038858,          0.00035628,          0.00035628,          0.00090628,                   0
                  66,            0.028398,             0.02144,           0.0043553,             0.76958,               0.743,              0.7262,             0.35076,            0.027288,            0.011806,           0.0039199,          0.00034803,          0.00034803,          0.00034803,                   0
                  67,            0.027701,            0.019156,           0.0040025,             0.76934,             0.70821,             0.74433,             0.32702,            0.027858,             0.01174,           0.0040136,          0.00034803,          0.00034803,          0.00034803,                   0
                  68,            0.028241,            0.020201,           0.0042162,             0.77122,             0.69691,             0.72378,             0.34077,            0.027674,            0.011674,           0.0040402,          0.00033602,          0.00033602,          0.00033602,                   0
                  69,            0.027995,            0.020629,           0.0043155,             0.81593,             0.68284,             0.73717,             0.36095,            0.027179,            0.011715,           0.0037635,          0.00032424,          0.00032424,          0.00032424,                   0
                  70,            0.028754,            0.021744,           0.0042364,              0.7783,             0.67478,             0.71631,             0.34383,            0.027396,            0.011878,           0.0038252,          0.00031268,          0.00031268,          0.00031268,                   0
                  71,            0.027501,            0.020189,           0.0040877,             0.77569,             0.66153,             0.72885,             0.33671,            0.027568,             0.01191,           0.0040091,          0.00030137,          0.00030137,          0.00030137,                   0
                  72,             0.02875,            0.021904,           0.0045304,             0.78693,             0.71797,              0.7447,             0.36823,            0.026607,            0.011695,            0.003952,          0.00029032,          0.00029032,          0.00029032,                   0
                  73,            0.028435,            0.022495,           0.0046453,             0.77057,              0.7336,             0.75818,             0.35851,            0.027562,            0.011749,           0.0040917,          0.00027953,          0.00027953,          0.00027953,                   0
                  74,             0.02815,            0.020314,           0.0044233,             0.77321,             0.70644,             0.75588,             0.36093,            0.028698,            0.013289,           0.0038552,          0.00026902,          0.00026902,          0.00026902,                   0
                  75,             0.02855,             0.02068,           0.0044662,             0.74713,              0.7305,             0.73862,             0.34862,             0.02836,             0.01253,           0.0038334,           0.0002588,           0.0002588,           0.0002588,                   0
                  76,            0.028878,            0.018721,           0.0046202,              0.7952,             0.70567,             0.74535,             0.36436,            0.027276,            0.012106,           0.0037421,          0.00024887,          0.00024887,          0.00024887,                   0
                  77,            0.028519,            0.019701,           0.0043664,             0.78044,             0.73053,              0.7569,             0.37875,            0.026595,            0.011945,            0.003551,          0.00023925,          0.00023925,          0.00023925,                   0
                  78,              0.0288,            0.020992,           0.0045118,             0.78947,             0.70728,             0.74686,             0.36302,            0.026593,            0.012206,           0.0035993,          0.00022995,          0.00022995,          0.00022995,                   0
                  79,            0.028784,            0.021564,           0.0043723,             0.75514,             0.72234,             0.74621,             0.37366,            0.026725,            0.011955,           0.0036055,          0.00022097,          0.00022097,          0.00022097,                   0
                  80,            0.028311,            0.020508,           0.0046058,             0.78881,               0.703,             0.75346,             0.37489,            0.026386,            0.011841,           0.0036259,          0.00021233,          0.00021233,          0.00021233,                   0
                  81,            0.027732,            0.020641,           0.0040754,             0.75712,             0.73632,             0.74502,             0.35361,            0.026717,            0.011804,            0.003573,          0.00020403,          0.00020403,          0.00020403,                   0
                  82,            0.028604,             0.02003,           0.0045968,             0.77806,             0.73139,             0.74759,             0.36306,            0.026628,            0.011739,           0.0036395,          0.00019608,          0.00019608,          0.00019608,                   0
                  83,             0.02878,            0.021497,           0.0045889,             0.77039,             0.72092,             0.74298,             0.37731,            0.026352,             0.01186,           0.0035778,           0.0001885,           0.0001885,           0.0001885,                   0
                  84,             0.02883,             0.02012,           0.0049027,             0.79048,             0.73894,             0.76893,             0.36788,            0.026623,            0.011779,           0.0036979,          0.00018127,          0.00018127,          0.00018127,                   0
                  85,            0.027764,            0.020259,           0.0041582,             0.76684,             0.74464,             0.76028,             0.37469,            0.026512,             0.01181,           0.0035466,          0.00017443,          0.00017443,          0.00017443,                   0
                  86,              0.0279,            0.020921,           0.0042866,              0.7635,             0.73018,             0.74553,             0.38091,            0.026245,             0.01168,           0.0034891,          0.00016796,          0.00016796,          0.00016796,                   0
                  87,            0.028684,            0.019916,            0.004538,             0.79588,             0.73729,             0.77785,              0.3844,            0.026056,            0.011493,           0.0034746,          0.00016188,          0.00016188,          0.00016188,                   0
                  88,            0.027732,            0.022769,           0.0042851,             0.76612,             0.73725,             0.75335,              0.3823,            0.026418,            0.011675,           0.0036051,          0.00015619,          0.00015619,          0.00015619,                   0
                  89,            0.027985,            0.020826,           0.0041798,             0.78124,              0.7184,             0.75111,              0.3842,            0.026637,            0.011643,           0.0037395,           0.0001509,           0.0001509,           0.0001509,                   0
                  90,             0.02845,            0.019773,            0.004703,             0.77263,             0.70695,             0.74171,             0.37928,            0.026752,            0.011578,           0.0036992,          0.00014601,          0.00014601,          0.00014601,                   0
                  91,            0.028211,            0.022237,           0.0045517,             0.74669,             0.69841,             0.71513,             0.35195,            0.026887,            0.011744,           0.0037296,          0.00014154,          0.00014154,          0.00014154,                   0
                  92,            0.027547,            0.019923,           0.0043361,             0.74358,             0.70518,             0.73301,             0.36832,             0.02656,             0.01178,           0.0037086,          0.00013747,          0.00013747,          0.00013747,                   0
                  93,            0.027235,            0.020675,           0.0040019,             0.76123,             0.70554,             0.73673,             0.37072,            0.026799,            0.011654,           0.0036883,          0.00013382,          0.00013382,          0.00013382,                   0
                  94,            0.028133,            0.020809,           0.0046518,             0.80517,             0.68487,             0.74342,              0.3827,            0.026515,            0.011518,           0.0036109,           0.0001306,           0.0001306,           0.0001306,                   0
                  95,            0.027144,            0.019686,           0.0041302,             0.78409,             0.67082,             0.72509,             0.35813,            0.026537,            0.011675,           0.0035901,          0.00012779,          0.00012779,          0.00012779,                   0
                  96,            0.027059,            0.020748,           0.0038873,             0.79684,             0.70473,             0.75424,             0.36571,            0.026519,            0.011651,           0.0036566,          0.00012542,          0.00012542,          0.00012542,                   0
                  97,              0.0271,            0.019339,            0.004209,             0.76006,             0.69116,             0.72415,             0.35741,            0.026725,            0.011664,           0.0036348,          0.00012347,          0.00012347,          0.00012347,                   0
                  98,            0.028024,            0.020719,           0.0040327,             0.77589,              0.6981,             0.75602,             0.37265,            0.026387,            0.011738,           0.0034967,          0.00012195,          0.00012195,          0.00012195,                   0
                  99,            0.028092,            0.020033,           0.0044938,             0.76287,             0.70714,             0.73917,             0.35997,            0.026589,            0.011758,           0.0035728,          0.00012087,          0.00012087,          0.00012087,                   0
