               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  62,            0.052321,            0.095705,           0.0099086,             0.71604,             0.58397,             0.60481,             0.26889,            0.052741,            0.069841,            0.014321,           0.0039757,           0.0039757,           0.0039757
                  63,             0.05177,            0.097472,           0.0098217,             0.75238,             0.54658,             0.61188,             0.24373,            0.052984,            0.069888,            0.014592,           0.0038434,           0.0038434,           0.0038434
                  64,            0.051542,            0.098509,            0.009823,             0.61618,             0.55752,             0.58447,             0.26392,             0.05237,            0.070286,            0.015385,           0.0037128,           0.0037128,           0.0037128
                  65,             0.05137,            0.093302,           0.0095954,             0.66114,             0.52311,             0.58443,             0.23681,            0.053814,            0.070132,            0.013354,            0.003584,            0.003584,            0.003584
                  66,            0.050767,            0.095184,           0.0097805,             0.61842,             0.50421,             0.54445,             0.23613,            0.053206,            0.070936,            0.013516,            0.003457,            0.003457,            0.003457
                  67,            0.049967,            0.091753,           0.0092438,              0.6345,             0.53279,             0.59232,             0.23797,            0.053371,            0.071239,            0.014136,           0.0033321,           0.0033321,           0.0033321
                  68,            0.049705,            0.090931,           0.0093902,             0.68102,             0.54845,             0.57569,             0.26103,            0.052512,            0.071392,            0.013897,           0.0032093,           0.0032093,           0.0032093
                  69,            0.049017,            0.087424,           0.0093061,             0.66258,              0.5772,             0.62751,             0.27573,            0.052254,            0.069361,            0.013462,           0.0030888,           0.0030888,           0.0030888
                  70,            0.050082,            0.090765,           0.0098085,             0.68331,             0.57924,             0.63336,             0.26499,            0.052946,            0.070719,            0.014144,           0.0029706,           0.0029706,           0.0029706
                  71,            0.050468,            0.090407,           0.0088975,             0.67873,             0.53681,               0.575,              0.2529,            0.052873,            0.071364,            0.014043,            0.002855,            0.002855,            0.002855
                  72,            0.049833,            0.089218,           0.0086508,             0.60401,             0.63231,             0.59267,             0.24539,            0.053229,            0.069956,            0.013072,           0.0027419,           0.0027419,           0.0027419
                  73,            0.049949,            0.094433,           0.0087109,             0.76826,              0.4975,             0.61672,             0.27768,            0.052028,              0.0705,             0.01455,           0.0026316,           0.0026316,           0.0026316
                  74,            0.049203,            0.094932,           0.0083115,             0.67067,             0.63365,             0.64016,             0.29156,            0.051679,            0.067649,            0.013651,           0.0025241,           0.0025241,           0.0025241
